% Model,CVD_Reactor_SingleZone_Complete.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 18 2026, 14:27"
% Dimension,1
% Nodes,771
% Expressions,1
% Description,Line graph
% r-coordinate (m),Molar concentration; c
0,4.842053326347275E-4
1.9480519480519486E-4,4.8318482660600034E-4
3.896103896103897E-4,4.8216432057727316E-4
5.84415584415593E-4,4.8286490732841016E-4
7.792207792207961E-4,4.8356549407954717E-4
9.740259740259744E-4,4.7955523972569573E-4
0.0011688311688311526,4.755449853718443E-4
0.0013636363636363473,4.7974049740847507E-4
0.0015584415584415422,4.8393600944510585E-4
0.0017532467532467289,4.838572716570589E-4
0.0019480519480519153,4.8377853386901196E-4
0.002142857142857127,4.890740849898638E-4
0.0023376623376623385,4.943696361107157E-4
0.0025324675324675167,4.9398962809635E-4
0.002727272727272695,4.936096200819843E-4
0.0029220779220778814,4.948413693242259E-4
0.003116883116883068,4.960731185664675E-4
0.003311688311688263,4.953482343605552E-4
0.0035064935064934577,4.946233501546429E-4
0.0037012987012986524,4.987805272221573E-4
0.003896103896103847,5.029377042896716E-4
0.0040909090909090505,5.022936887048557E-4
0.004285714285714254,5.0164967312004E-4
0.004480519480519432,5.024815618354669E-4
0.00467532467532461,5.033134505508937E-4
0.004870129870129805,5.012192013352636E-4
0.005064935064935,4.991249521196334E-4
0.0052597402597402195,5.010116898134303E-4
0.005454545454545439,5.028984275072273E-4
0.005649350649350618,5.035231150340532E-4
0.005844155844155796,5.041478025608791E-4
0.006038961038960999,5.046757926597853E-4
0.0062337662337662025,5.052037827586913E-4
0.006428571428571381,5.048069856171595E-4
0.006623376623376559,5.044101884756278E-4
0.0068181818181817615,5.049405911408353E-4
0.007012987012986965,5.054709938060428E-4
0.007207792207792143,5.051525809126639E-4
0.007402597402597321,5.048341680192849E-4
0.007597402597402516,5.061509913681375E-4
0.0077922077922077115,5.074678147169899E-4
0.007987012987012914,5.056437422058886E-4
0.008181818181818118,5.038196696947873E-4
0.008376623376623312,5.048722965251863E-4
0.008571428571428508,5.059249233555854E-4
0.008766233766233686,5.062170208950446E-4
0.008961038961038864,5.065091184345037E-4
0.00915584415584406,5.074101874468166E-4
0.009350649350649253,5.083112564591295E-4
0.009545454545454458,5.079956710912655E-4
0.00974025974025966,5.076800857234014E-4
0.009935064935064838,5.082258506123279E-4
0.010129870129870017,5.087716155012544E-4
0.01032467532467522,5.085149026743665E-4
0.010519480519480423,5.082581898474787E-4
0.010714285714285617,5.083058349191105E-4
0.010909090909090813,5.083534799907423E-4
0.011103896103896008,5.083005368434117E-4
0.011298701298701202,5.082475936960811E-4
0.011493506493506389,5.082610616427395E-4
0.011688311688311576,5.082745295893979E-4
0.01188311688311677,5.080389912214742E-4
0.012077922077921965,5.078034528535506E-4
0.012272727272727168,5.087660678402166E-4
0.012467532467532372,5.097286828268828E-4
0.01266233766233755,5.076394999466035E-4
0.012857142857142729,5.05550317066324E-4
0.013051948051947922,5.05272821582017E-4
0.013246753246753118,5.049953260977099E-4
0.013441558441558338,5.058573167178644E-4
0.013636363636363558,5.067193073380188E-4
0.013831168831168736,5.079592961856065E-4
0.014025974025973914,5.091992850331943E-4
0.01422077922077911,5.082769808522204E-4
0.014415584415584303,5.073546766712464E-4
0.014610389610389508,5.063549853181796E-4
0.01480519480519471,5.053552939651129E-4
0.014999999999999906,5.065798595564072E-4
0.0151948051948051,5.078044251477016E-4
0.015389610389610278,5.087250071497322E-4
0.015584415584415456,5.096455891517628E-4
0.015779220779220643,5.09623655214434E-4
0.015974025974025828,5.096017212771053E-4
0.016168831168831024,5.101497850191188E-4
0.01636363636363622,5.106978487611323E-4
0.01655844155844141,5.112000475976743E-4
0.016753246753246607,5.117022464342163E-4
0.016948051948051795,5.12049495259142E-4
0.01714285714285698,5.123967440840675E-4
0.01733766233766216,5.124275158005107E-4
0.017532467532467337,5.124582875169539E-4
0.01772727272727255,5.094827301179467E-4
0.01792207792207776,5.065071727189396E-4
0.018116883116882962,5.080229080056825E-4
0.018311688311688168,5.095386432924252E-4
0.018506493506493346,5.099116234543318E-4
0.018701298701298524,5.102846036162384E-4
0.018896103896103727,5.100268871126366E-4
0.01909090909090893,5.097691706090349E-4
0.019285714285714108,5.075836684535098E-4
0.019480519480519286,5.053981662979848E-4
0.0196753246753245,5.066146672852018E-4
0.019870129870129708,5.078311682724186E-4
0.020064935064934897,5.071974645189936E-4
0.020259740259740082,5.065637607655686E-4
0.020454545454545277,5.079151916322249E-4
0.020649350649350473,5.092666224988813E-4
0.020844155844155676,5.105119637502429E-4
0.021038961038960878,5.117573050016044E-4
0.021233766233766056,5.124068132120589E-4
0.021428571428571234,5.130563214225133E-4
0.02162337662337643,5.141438593908438E-4
0.021818181818181626,5.152313973591742E-4
0.022012987012986818,5.15273343729761E-4
0.022207792207792013,5.153152901003478E-4
0.022402597402597216,5.159428355405399E-4
0.022597402597402422,5.16570380980732E-4
0.022792207792207614,5.161726714264811E-4
0.02298701298701281,5.157749618722302E-4
0.023181818181817998,5.160190950830067E-4
0.023376623376623183,5.162632282937833E-4
0.02357142857142838,5.157409517638298E-4
0.023766233766233574,5.152186752338763E-4
0.023961038961038753,5.152870375620317E-4
0.02415584415584393,5.153553998901873E-4
0.024350649350649133,5.14747508215944E-4
0.024545454545454336,5.141396165417008E-4
0.02474025974025953,5.144711770784607E-4
0.024935064935064727,5.148027376152207E-4
0.02512987012986993,5.142149842225028E-4
0.025324675324675132,5.136272308297848E-4
0.025519480519480317,5.138791353232324E-4
0.025714285714285506,5.1413103981668E-4
0.0259090909090907,5.141133283442295E-4
0.026103896103895897,5.140956168717788E-4
0.0262987012987011,5.144603454522556E-4
0.026493506493506302,5.148250740327322E-4
0.02668831168831149,5.143682635447488E-4
0.026883116883116676,5.139114530567654E-4
0.027077922077921878,5.138913339012535E-4
0.02727272727272708,5.138712147457414E-4
0.027467532467532287,5.13171290832997E-4
0.02766233766233749,5.124713669202526E-4
0.027857142857142685,5.127310974368656E-4
0.028051948051947877,5.129908279534788E-4
0.02824675324675308,5.127011781920824E-4
0.02844155844155828,5.12411528430686E-4
0.028636363636363477,5.126088316429961E-4
0.028831168831168673,5.128061348553064E-4
0.02902597402597387,5.121710296032967E-4
0.029220779220779064,5.115359243512871E-4
0.029415584415584266,5.118596381609335E-4
0.02961038961038947,5.121833519705801E-4
0.029805194805194665,5.119921670596754E-4
0.02999999999999986,5.118009821487707E-4
0.030194805194805045,5.118259253875908E-4
0.03038961038961023,5.11850868626411E-4
0.030584415584415426,5.11452605920357E-4
0.03077922077922062,5.110543432143029E-4
0.030974025974025834,5.112958424345843E-4
0.031168831168831044,5.115373416548657E-4
0.03136363636363623,5.110289997359999E-4
0.03155844155844142,5.105206578171342E-4
0.03175324675324662,5.105877857682895E-4
0.03194805194805181,5.106549137194449E-4
0.032142857142857,5.101376455403936E-4
0.0323376623376622,5.096203773613425E-4
0.03253246753246739,5.096581294323178E-4
0.032727272727272584,5.09695881503293E-4
0.03292207792207779,5.092590211045248E-4
0.033116883116882996,5.088221607057565E-4
0.03331168831168819,5.090024537809832E-4
0.03350649350649338,5.091827468562101E-4
0.03370129870129858,5.088275142104853E-4
0.03389610389610377,5.084722815647606E-4
0.034090909090908963,5.089150778629183E-4
0.03428571428571416,5.09357874161076E-4
0.03448051948051936,5.093307528289538E-4
0.034675324675324554,5.093036314968317E-4
0.034870129870129746,5.09459865936519E-4
0.035064935064934945,5.096161003762061E-4
0.03525974025974014,5.09480848038725E-4
0.03545454545454533,5.093455957012439E-4
0.03564935064935054,5.095628181963285E-4
0.035844155844155755,5.09780040691413E-4
0.036038961038960954,5.097246809118235E-4
0.036233766233766146,5.09669321132234E-4
0.03642857142857135,5.10112364567355E-4
0.03662337662337655,5.10555408002476E-4
0.036818181818181736,5.106935019672844E-4
0.03701298701298692,5.108315959320927E-4
0.037207792207792134,5.110299428069495E-4
0.03740259740259735,5.112282896818062E-4
0.037597402597402525,5.10829066700869E-4
0.037792207792207703,5.104298437199317E-4
0.0379870129870129,5.102479791007995E-4
0.03818181818181811,5.100661144816672E-4
0.0383766233766233,5.096591226700137E-4
0.0385714285714285,5.092521308583601E-4
0.0387662337662337,5.095643028154254E-4
0.03896103896103889,5.098764747724906E-4
0.0391558441558441,5.096870925368446E-4
0.039350649350649296,5.094977103011986E-4
0.039545454545454474,5.097015842733779E-4
0.03974025974025965,5.099054582455573E-4
0.039935064935064865,5.097662378793441E-4
0.04012987012987008,5.096270175131308E-4
0.04032467532467527,5.095417967846471E-4
0.04051948051948046,5.094565760561634E-4
0.04071428571428566,5.089795051407848E-4
0.04090909090909085,5.08502434225406E-4
0.041103896103896045,5.085801489183987E-4
0.041298701298701244,5.086578636113912E-4
0.041493506493506443,5.084390843148861E-4
0.041688311688311636,5.08220305018381E-4
0.04188311688311683,5.085033619773294E-4
0.04207792207792203,5.087864189362778E-4
0.04227272727272722,5.084073102048108E-4
0.04246753246753241,5.08028201473344E-4
0.04266233766233762,5.079300554072571E-4
0.04285714285714282,5.078319093411701E-4
0.043051948051948015,5.076498253050695E-4
0.04324675324675321,5.074677412689689E-4
0.043441558441558406,5.081512653474136E-4
0.0436363636363636,5.088347894258583E-4
0.04383116883116879,5.091314630377617E-4
0.04402597402597399,5.094281366496649E-4
