% Model,CVD_Reactor_SingleZone_Complete.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 18 2026, 12:29"
% Dimension,1
% Nodes,771
% Expressions,1
% Description,Line graph
% r-coordinate (m),Molar concentration; c
0,8.331681626549019E-4
1.9480519480519486E-4,8.300431632810505E-4
3.896103896103897E-4,8.269181639071992E-4
5.84415584415593E-4,8.352626669138176E-4
7.792207792207961E-4,8.436071699204359E-4
9.740259740259744E-4,8.424356515415886E-4
0.0011688311688311526,8.412641331627412E-4
0.0013636363636363473,8.464730769080169E-4
0.0015584415584415422,8.516820206532925E-4
0.0017532467532467289,8.536768924624313E-4
0.0019480519480519153,8.556717642715699E-4
0.002142857142857127,8.688039220667056E-4
0.0023376623376623385,8.819360798618411E-4
0.0025324675324675167,8.790898207128424E-4
0.002727272727272695,8.762435615638437E-4
0.0029220779220778814,8.84656037149296E-4
0.003116883116883068,8.930685127347481E-4
0.003311688311688263,8.888250777098127E-4
0.0035064935064934577,8.845816426848774E-4
0.0037012987012986524,8.928471525455034E-4
0.003896103896103847,9.011126624061293E-4
0.0040909090909090505,9.015216439545207E-4
0.004285714285714254,9.019306255029121E-4
0.004480519480519432,9.069619979714713E-4
0.00467532467532461,9.119933704400305E-4
0.004870129870129805,9.1092204022276E-4
0.005064935064935,9.098507100054894E-4
0.0052597402597402195,9.131011509853462E-4
0.005454545454545439,9.16351591965203E-4
0.005649350649350618,9.132561835814549E-4
0.005844155844155796,9.101607751977068E-4
0.006038961038960999,9.156618660615235E-4
0.0062337662337662025,9.211629569253402E-4
0.006428571428571381,9.182868821146857E-4
0.006623376623376559,9.154108073040312E-4
0.0068181818181817615,9.193935224971318E-4
0.007012987012986965,9.233762376902326E-4
0.007207792207792143,9.207733019020867E-4
0.007402597402597321,9.181703661139409E-4
0.007597402597402516,9.201840963456261E-4
0.0077922077922077115,9.221978265773114E-4
0.007987012987012914,9.189383661710735E-4
0.008181818181818118,9.156789057648355E-4
0.008376623376623312,9.183808659253285E-4
0.008571428571428508,9.210828260858214E-4
0.008766233766233686,9.173330501940119E-4
0.008961038961038864,9.135832743022025E-4
0.00915584415584406,9.147803288107974E-4
0.009350649350649253,9.159773833193922E-4
0.009545454545454458,9.125870178387878E-4
0.00974025974025966,9.091966523581833E-4
0.009935064935064838,9.155159576201073E-4
0.010129870129870017,9.218352628820313E-4
0.01032467532467522,9.200986535582988E-4
0.010519480519480423,9.183620442345662E-4
0.010714285714285617,9.191328485924964E-4
0.010909090909090813,9.199036529504266E-4
0.011103896103896008,9.147821858828157E-4
0.011298701298701202,9.096607188152049E-4
0.011493506493506389,9.151531922655374E-4
0.011688311688311576,9.2064566571587E-4
0.01188311688311677,9.170967607006612E-4
0.012077922077921965,9.135478556854522E-4
0.012272727272727168,9.148451274337162E-4
0.012467532467532372,9.161423991819803E-4
0.01266233766233755,9.176746929058777E-4
0.012857142857142729,9.192069866297752E-4
0.013051948051947922,9.224942927518842E-4
0.013246753246753118,9.257815988739931E-4
0.013441558441558338,9.25618254510337E-4
0.013636363636363558,9.254549101466808E-4
0.013831168831168736,9.279487824171188E-4
0.014025974025973914,9.304426546875567E-4
0.01422077922077911,9.28561670340734E-4
0.014415584415584303,9.266806859939113E-4
0.014610389610389508,9.264318454287163E-4
0.01480519480519471,9.261830048635212E-4
0.014999999999999906,9.240439097227216E-4
0.0151948051948051,9.21904814581922E-4
0.015389610389610278,9.245750688934413E-4
0.015584415584415456,9.272453232049605E-4
0.015779220779220643,9.266363536011268E-4
0.015974025974025828,9.260273839972931E-4
0.016168831168831024,9.262373410452899E-4
0.01636363636363622,9.264472980932867E-4
0.01655844155844141,9.261679085924707E-4
0.016753246753246607,9.258885190916548E-4
0.016948051948051795,9.252123609125223E-4
0.01714285714285698,9.245362027333899E-4
0.01733766233766216,9.209695790014054E-4
0.017532467532467337,9.17402955269421E-4
0.01772727272727255,9.181509073812584E-4
0.01792207792207776,9.188988594930958E-4
0.018116883116882962,9.186498867955963E-4
0.018311688311688168,9.184009140980968E-4
0.018506493506493346,9.196732738020639E-4
0.018701298701298524,9.209456335060311E-4
0.018896103896103727,9.206638515718035E-4
0.01909090909090893,9.203820696375758E-4
0.019285714285714108,9.230169130710294E-4
0.019480519480519286,9.25651756504483E-4
0.0196753246753245,9.269314637619084E-4
0.019870129870129708,9.28211171019334E-4
0.020064935064934897,9.251694296195554E-4
0.020259740259740082,9.221276882197768E-4
0.020454545454545277,9.203533557929964E-4
0.020649350649350473,9.18579023366216E-4
0.020844155844155676,9.216212928616217E-4
0.021038961038960878,9.246635623570274E-4
0.021233766233766056,9.179145291821956E-4
0.021428571428571234,9.111654960073637E-4
0.02162337662337643,9.128558370973493E-4
0.021818181818181626,9.145461781873349E-4
0.022012987012986818,9.117795928193797E-4
0.022207792207792013,9.090130074514245E-4
0.022402597402597216,9.115803000160014E-4
0.022597402597402422,9.141475925805782E-4
0.022792207792207614,9.145240270948702E-4
0.02298701298701281,9.149004616091622E-4
0.023181818181817998,9.16633759522827E-4
0.023376623376623183,9.183670574364919E-4
0.02357142857142838,9.189922838272852E-4
0.023766233766233574,9.196175102180785E-4
0.023961038961038753,9.200555009891319E-4
0.02415584415584393,9.204934917601854E-4
0.024350649350649133,9.187648137929348E-4
0.024545454545454336,9.170361358256843E-4
0.02474025974025953,9.17667296569291E-4
0.024935064935064727,9.182984573128976E-4
0.02512987012986993,9.176144683734028E-4
0.025324675324675132,9.169304794339078E-4
0.025519480519480317,9.188577181352148E-4
0.025714285714285506,9.207849568365219E-4
0.0259090909090907,9.193483146355005E-4
0.026103896103895897,9.179116724344793E-4
0.0262987012987011,9.176715219281422E-4
0.026493506493506302,9.174313714218051E-4
0.02668831168831149,9.133896417781379E-4
0.026883116883116676,9.093479121344708E-4
0.027077922077921878,9.074153949348559E-4
0.02727272727272708,9.05482877735241E-4
0.027467532467532287,9.012260781616581E-4
0.02766233766233749,8.969692785880752E-4
0.027857142857142685,9.071590049526039E-4
0.028051948051947877,9.173487313171326E-4
0.02824675324675308,9.11232848851017E-4
0.02844155844155828,9.051169663849014E-4
0.028636363636363477,9.143511683655162E-4
