% Model,CVD_Reactor_SingleZone_Complete.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 18 2026, 15:39"
% Dimension,1
% Nodes,771
% Expressions,1
% Description,Line graph
% r-coordinate (m),Molar concentration; c
0,7.145059231016273E-4
1.9480519480519486E-4,7.072509265092361E-4
3.896103896103897E-4,6.999959299168447E-4
5.84415584415593E-4,7.106144451434681E-4
7.792207792207961E-4,7.212329603700915E-4
9.740259740259744E-4,7.186171155067211E-4
0.0011688311688311526,7.160012706433507E-4
0.0013636363636363473,7.224175859854966E-4
0.0015584415584415422,7.288339013276424E-4
0.0017532467532467289,7.293245387515333E-4
0.0019480519480519153,7.298151761754243E-4
0.002142857142857127,7.347474354590529E-4
0.0023376623376623385,7.396796947426817E-4
0.0025324675324675167,7.420628108535574E-4
0.002727272727272695,7.444459269644331E-4
0.0029220779220778814,7.459595799922345E-4
0.003116883116883068,7.474732330200359E-4
0.003311688311688263,7.507161308659145E-4
0.0035064935064934577,7.53959028711793E-4
0.0037012987012986524,7.565205819473387E-4
0.003896103896103847,7.590821351828845E-4
0.0040909090909090505,7.599196455146574E-4
0.004285714285714254,7.607571558464303E-4
0.004480519480519432,7.632190075567859E-4
0.00467532467532461,7.656808592671415E-4
0.004870129870129805,7.656654343854337E-4
0.005064935064935,7.656500095037258E-4
0.0052597402597402195,7.682003588992985E-4
0.005454545454545439,7.707507082948713E-4
0.005649350649350618,7.679449578502765E-4
0.005844155844155796,7.651392074056819E-4
0.006038961038960999,7.714312976855671E-4
0.0062337662337662025,7.777233879654523E-4
0.006428571428571381,7.711856518485332E-4
0.006623376623376559,7.64647915731614E-4
0.0068181818181817615,7.686560099865445E-4
0.007012987012986965,7.726641042414749E-4
0.007207792207792143,7.708814606561268E-4
0.007402597402597321,7.690988170707787E-4
0.007597402597402516,7.745126410520034E-4
0.0077922077922077115,7.799264650332279E-4
0.007987012987012914,7.728625689086637E-4
0.008181818181818118,7.657986727840995E-4
0.008376623376623312,7.703318283831546E-4
0.008571428571428508,7.748649839822096E-4
0.008766233766233686,7.727729182456702E-4
0.008961038961038864,7.706808525091307E-4
0.00915584415584406,7.727794283825446E-4
0.009350649350649253,7.748780042559584E-4
0.009545454545454458,7.737295345317972E-4
0.00974025974025966,7.725810648076359E-4
0.009935064935064838,7.745418477172754E-4
0.010129870129870017,7.765026306269148E-4
0.01032467532467522,7.748886212208319E-4
0.010519480519480423,7.732746118147489E-4
