% Model,CVD_Reactor_SingleZone_Complete.mph
% Version,COMSOL 6.4.0.293
% Date,"Jul 18 2026, 15:20"
% Dimension,1
% Nodes,771
% Expressions,1
% Description,Line graph
% r-coordinate (m),Molar concentration; c
0,4.2884848230330223E-4
1.9480519480519486E-4,4.307388621173968E-4
3.896103896103897E-4,4.3262924193149135E-4
5.84415584415593E-4,4.321504920370069E-4
7.792207792207961E-4,4.316717421425225E-4
9.740259740259744E-4,4.304125117754315E-4
0.0011688311688311526,4.2915328140834047E-4
0.0013636363636363473,4.318437436505177E-4
0.0015584415584415422,4.3453420589269497E-4
0.0017532467532467289,4.359870933416767E-4
0.0019480519480519153,4.374399807906585E-4
0.002142857142857127,4.3975782064703105E-4
0.0023376623376623385,4.4207566050340365E-4
0.0025324675324675167,4.391874697328722E-4
0.002727272727272695,4.362992789623407E-4
0.0029220779220778814,4.36104663633679E-4
0.003116883116883068,4.359100483050174E-4
0.003311688311688263,4.360325431839834E-4
0.0035064935064934577,4.361550380629494E-4
0.0037012987012986524,4.3940984054588895E-4
0.003896103896103847,4.4266464302882854E-4
0.0040909090909090505,4.431048963884504E-4
0.004285714285714254,4.435451497480723E-4
0.004480519480519432,4.440008970900028E-4
0.00467532467532461,4.444566444319333E-4
0.004870129870129805,4.4428465282667323E-4
0.005064935064935,4.441126612214131E-4
0.0052597402597402195,4.4451058695189915E-4
0.005454545454545439,4.4490851268238525E-4
0.005649350649350618,4.447204377731401E-4
0.005844155844155796,4.44532362863895E-4
0.006038961038960999,4.4538196694946994E-4
0.0062337662337662025,4.4623157103504483E-4
0.006428571428571381,4.4608151169654123E-4
0.006623376623376559,4.4593145235803764E-4
0.0068181818181817615,4.465096220145691E-4
0.007012987012986965,4.470877916711005E-4
0.007207792207792143,4.468675310275793E-4
0.007402597402597321,4.4664727038405813E-4
0.007597402597402516,4.469260383398564E-4
0.0077922077922077115,4.472048062956547E-4
0.007987012987012914,4.4709589099280775E-4
0.008181818181818118,4.469869756899608E-4
0.008376623376623312,4.474708118503562E-4
0.008571428571428508,4.479546480107516E-4
0.008766233766233686,4.475785211176404E-4
0.008961038961038864,4.472023942245292E-4
0.00915584415584406,4.4732943130829767E-4
0.009350649350649253,4.474564683920661E-4
0.009545454545454458,4.4718819231377314E-4
0.00974025974025966,4.469199162354801E-4
0.009935064935064838,4.475076206788899E-4
0.010129870129870017,4.4809532512229966E-4
0.01032467532467522,4.4815026960072485E-4
0.010519480519480423,4.4820521407915005E-4
0.010714285714285617,4.4830263665884406E-4
0.010909090909090813,4.4840005923853807E-4
0.011103896103896008,4.4856687445145343E-4
0.011298701298701202,4.487336896643688E-4
0.011493506493506389,4.4856663609866405E-4
0.011688311688311576,4.4839958253295936E-4
0.01188311688311677,4.490094785138822E-4
0.012077922077921965,4.4961937449480507E-4
0.012272727272727168,4.498870833135097E-4
0.012467532467532372,4.501547921322143E-4
0.01266233766233755,4.503087528479355E-4
0.012857142857142729,4.504627135636567E-4
0.013051948051947922,4.506995713069456E-4
0.013246753246753118,4.5093642905023445E-4
0.013441558441558338,4.5088591954629885E-4
0.013636363636363558,4.5083541004236325E-4
0.013831168831168736,4.509529257156219E-4
0.014025974025973914,4.510704413888805E-4
0.01422077922077911,4.51088160434727E-4
0.014415584415584303,4.5110587948057353E-4
0.014610389610389508,4.510985180787733E-4
0.01480519480519471,4.5109115667697297E-4
0.014999999999999906,4.510244811816521E-4
0.0151948051948051,4.509578056863313E-4
0.015389610389610278,4.510385611119273E-4
0.015584415584415456,4.5111931653752334E-4
0.015779220779220643,4.510863446656601E-4
0.015974025974025828,4.5105337279379684E-4
0.016168831168831024,4.5102313260341224E-4
0.01636363636363622,4.509928924130276E-4
0.01655844155844141,4.5104866524071485E-4
0.016753246753246607,4.5110443806840216E-4
0.016948051948051795,4.5102052807468197E-4
0.01714285714285698,4.5093661808096177E-4
0.01733766233766216,4.507030548103687E-4
0.017532467532467337,4.5046949153977557E-4
0.01772727272727255,4.5034935695683535E-4
0.01792207792207776,4.502292223738952E-4
0.018116883116882962,4.5014660265891074E-4
0.018311688311688168,4.500639829439263E-4
0.018506493506493346,4.5005458355084976E-4
0.018701298701298524,4.5004518415777317E-4
0.018896103896103727,4.50016753297249E-4
0.01909090909090893,4.499883224367248E-4
0.019285714285714108,4.500265522307992E-4
0.019480519480519286,4.500647820248736E-4
0.0196753246753245,4.5027027036914906E-4
0.019870129870129708,4.5047575871342454E-4
0.020064935064934897,4.5033908531555205E-4
0.020259740259740082,4.502024119176796E-4
0.020454545454545277,4.504667375810848E-4
0.020649350649350473,4.5073106324449005E-4
0.020844155844155676,4.508356414994069E-4
0.021038961038960878,4.509402197543238E-4
0.021233766233766056,4.508992741320416E-4
0.021428571428571234,4.5085832850975943E-4
0.02162337662337643,4.4935685742369973E-4
0.021818181818181626,4.4785538633764003E-4
0.022012987012986818,4.493020090973642E-4
0.022207792207792013,4.507486318570884E-4
0.022402597402597216,4.4844408868957206E-4
0.022597402597402422,4.461395455220557E-4
0.022792207792207614,4.4764998072197184E-4
0.02298701298701281,4.4916041592188796E-4
0.023181818181817998,4.497737428704043E-4
0.023376623376623183,4.503870698189207E-4
0.02357142857142838,4.504584824537843E-4
0.023766233766233574,4.505298950886479E-4
0.023961038961038753,4.5087036728439325E-4
0.02415584415584393,4.512108394801386E-4
0.024350649350649133,4.5142375276672716E-4
0.024545454545454336,4.516366660533157E-4
0.02474025974025953,4.516755387572809E-4
0.024935064935064727,4.5171441146124613E-4
0.02512987012986993,4.516512794224283E-4
0.025324675324675132,4.5158814738361047E-4
0.025519480519480317,4.516471368702078E-4
0.025714285714285506,4.517061263568051E-4
0.0259090909090907,4.518332031520831E-4
0.026103896103895897,4.5196027994736114E-4
0.0262987012987011,4.519496556136678E-4
0.026493506493506302,4.5193903127997443E-4
0.02668831168831149,4.5190772236450115E-4
0.026883116883116676,4.5187641344902787E-4
0.027077922077921878,4.517343698293981E-4
0.02727272727272708,4.5159232620976825E-4
0.027467532467532287,4.511099419153081E-4
0.02766233766233749,4.5062755762084804E-4
0.027857142857142685,4.5106332802707526E-4
0.028051948051947877,4.514990984333025E-4
0.02824675324675308,4.51413869995273E-4
0.02844155844155828,4.5132864155724345E-4
0.028636363636363477,4.499939424710591E-4
0.028831168831168673,4.486592433848747E-4
0.02902597402597387,4.4978282550937345E-4
0.029220779220779064,4.5090640763387224E-4
0.029415584415584266,4.5197862058171423E-4
0.02961038961038947,4.5305083352955623E-4
0.029805194805194665,4.513420335079258E-4
0.02999999999999986,4.496332334862954E-4
0.030194805194805045,4.465902177080537E-4
0.03038961038961023,4.4354720192981193E-4
0.030584415584415426,4.4670845839586866E-4
